--------- beginning of system
06-28 18:31:49.289  1114  1817 I ActivityManager: Process com.baidu.input_huawei (pid 3321) has died: fore SVC 
06-28 18:31:49.290  1114  1817 D ActivityManager: cleanUpApplicationRecord app: ProcessRecord{a94c995 3321:com.baidu.input_huawei/u0a59}, app.bad: false, restarting: false, allowRestart: true
06-28 18:31:49.291  1869  1885 I BoosterSwitchP: notifyUidState do nothing
06-28 18:31:49.291  1869  1885 I DeepNoDisturbP: notifyUidState
06-28 18:31:49.291  1869  1885 I HidataAppQoeP: notifyUidState
06-28 18:31:49.291  1869  1885 I BrowserChrP: notifyUidState
06-28 18:31:49.454  1114  1273 W HwPackageManagerServiceEx: isEnterpriseDisallowUninstallApk disallowUninstallPkgList : null
06-28 18:31:49.454  1114  1273 D PackageManager: mFrozenPackages add package:com.mixgo.PropertySEO
06-28 18:31:49.454  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: deletePackageX
06-28 18:31:49.456  1114  1222 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=-1: uninstall pkg
06-28 18:31:49.464  1114  1273 I PackageManager: Removing old permission tree: com.mixgo.PropertySEO.permission.JPUSH_MESSAGE from package com.mixgo.PropertySEO
06-28 18:31:49.507  1114  1273 D PackageManager: clear pref activity com.mixgo.PropertySEO from uid 1000
06-28 18:31:49.688  1114  1273 D PackageManager: mFrozenPackages remove package:com.mixgo.PropertySEO
06-28 18:31:49.794  1114  1581 I HwAudioServiceEx: check HiRes Icon false
06-28 18:31:49.906  1114  1217 I PackageManager: writePermissionsSync -> user:0, put true:, Build.FINGERPRINT:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys, fingerprint:HUAWEI/EML-AL00/HWEML:9/HUAWEIEML-AL00/187C00R1:user/release-keys
06-28 18:31:49.963  1114  1273 I ActivityManager: Force stopping com.mixgo.PropertySEO appid=10400 user=0: pkg removed
06-28 18:31:50.040  1920  2896 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.ensureIndexSearchServiceBound:342 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.buildIndex:287 com.huawei.nb.searchmanager.tasker.IndexTasker.doIndexTaskerAction:94 
06-28 18:31:50.073 31111  3794 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:31:50.105  1869  1869 I HwKeystoreServiceImpl: ACTION_PACKAGE_REMOVED userId:0 appId:10400 packageName:com.mixgo.PropertySEO removeAll:true
06-28 18:31:50.111  1869  1869 I HwKeystoreServiceImpl: UserInfo uid:0
06-28 18:31:50.152  1114  1558 I NetworkStats: ACTION_UID_REMOVED onReceive
06-28 18:31:50.153  1114  1558 I NetworkStats: performPollLocked, pid = 1114
06-28 18:31:50.167  1114  1471 I HwNetworkPolicy: onTransact, code = 202
06-28 18:31:50.167  2017  2017 I HwNetworkPolicyManager: removeHwUidPolicy uid = 10400 policy = -1 opPackageName = com.huawei.systemmanager
06-28 18:31:50.174  1869  1869 I PreDnsQuery: onReceive: intent = android.intent.action.PACKAGE_REMOVED
06-28 18:31:50.174  2017  2547 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.checkRarelyUsedApp:100 com.huawei.systemmanager.spacecleanner.receiver.SpaceCleanReceiver.doInBackground:46 java.lang.reflect.Method.invoke:-2 
06-28 18:31:50.177  1114  1471 D SecurityProfileService: removeLabel:com.mixgo.PropertySEO
06-28 18:31:50.184  1114  1558 W NetworkStatsFactory: mStatsXtProcUid: /proc/net/comm/stats does not exist!
06-28 18:31:50.185  1114  1558 D HwNetworkStatsService: hwRecordUidAndProcSnapshotLocked currentTime = 1561717910151
06-28 18:31:50.186  1114  1471 D SecurityProfileDB: writing: {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest": "99vPRWT72SI4wpJtYTyp73R7n8DsnfCYKdJeFo\/XwQ4=",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         "com.huawei.skytone": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest": "bQkvtDA621g+R22lmNBqKIBF1uTK9VrNkTR2wBkOVlo=",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         "com.netease.cloudmusic": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest": "AyxPO+T8EMGK\/g8wVSPiiO2znTSj\/u2HjrUHL94IaQI=",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         "com.taobao.taobao": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest": "Yc7yPxAixudfqvGFqS0oj7SvZRpuvuvMlU44navCvW8=",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         "com.microsoft.translator": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest": "h7kdJ8VdY8vQT9aOfNo\/9PNwLECu4pmbofPgVoqUMM0=",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:         "com.ss.android.article.news": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "digest": "lUcykKsy6QxUGySDftJZyPcPXJR90W3wbtmKuHFjPGI=",
06-28 18:32:27.701  1114  1114 D SecurityProfileDB:                 "signature_scheme
06-28 18:32:27.703   516   516 I HisiKeyMaster: hisi_km_get_key_characteristics start
06-28 18:32:27.703   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.703   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.707  1114  1555 D NetdConnector: RCV <- {200 2525 Firewall command succeeded}
06-28 18:32:27.708  1114  1555 D NetdConnector: RCV <- {200 2525 Firewall command succeeded}
06-28 18:32:27.709  1969  1969 D CarrierSvcBindHelper: No carrier app for: 0
06-28 18:32:27.709  1969  1969 D CarrierSvcBindHelper: No carrier app for: 1
06-28 18:32:27.713  1114  1560 D NetdConnector: SND -> {2526 firewall set_uid_rule standby 10033 allow}
06-28 18:32:27.713   516   516 I HisiKeyMaster: hisi_km_get_key_characteristics success
06-28 18:32:27.714   516   516 I HisiKeyMaster: hisi_km_begin start
06-28 18:32:27.714   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.714   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.718  1114  1555 D NetdConnector: RCV <- {200 2526 Firewall command succeeded}
06-28 18:32:27.718  1114  1555 D NetdConnector: RCV <- {200 2526 Firewall command succeeded}
06-28 18:32:27.721   516   516 I HisiKeyMaster: out_params_buffer_len = 32
06-28 18:32:27.721   516   516 I HisiKeyMaster: hisi_km_begin success
06-28 18:32:27.723   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.723   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.753   516   516 I HisiKeyMaster: hisi_km_finish start
06-28 18:32:27.753   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.753   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.775   516   516 I HisiKeyMaster: output data size=16
06-28 18:32:27.775   516   516 I HisiKeyMaster: hisi_km_finish success
06-28 18:32:27.777  1114  1114 D SecurityProfileUtils: getInstalledApkPath name success,packageName:com.mixgo.PropertySEO,userId:0,ApkPath:/data/app/com.mixgo.PropertySEO-Dzq8clkG1tN8YGkScY_uBQ==/base.apk
06-28 18:32:27.778  1114  1114 E SecurityProfileService: Not found Exception No APK Signature Scheme v2 block in APK Signing Block
06-28 18:32:27.778  1114  1114 I SecurityProfileService: update PackageSigned Info Action:put, packageName:com.mixgo.PropertySEO,hasValidPolicy:false
06-28 18:32:27.779  1114  1114 D SecurityProfileDB: writing: {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:     "overlay_labels": {},
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:     "domains": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.huawei.smarthome": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 6,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "8kAADpcRny0My5sa9TarBImvXnGs4epGshhmrbOt2Js=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.ximalaya.ting.android": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "ltEwA2NUWdvMg5xpCVbO2OYvn5VUqmcGgsUQtvGID08=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.vmall.client": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "MjshbEeBIuhNyAmxiJ8bUyQbdfOiMe4LVrdpyfyBLck=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.sankuai.meituan": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "DKU1i0LxsGMELL1XP+nvBf2tmfscYNMyOD1Wcn81I\/g=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.sina.weibo": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "l944bQfPHpM2fV55AYaYSJEECMdSHqTgLq9mpTzbsdM=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.jingdong.app.mall": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "99vPRWT72SI4wpJtYTyp73R7n8DsnfCYKdJeFo\/XwQ4=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.huawei.skytone": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "bQkvtDA621g+R22lmNBqKIBF1uTK9VrNkTR2wBkOVlo=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.netease.cloudmusic": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 2,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "AyxPO+T8EMGK\/g8wVSPiiO2znTSj\/u2HjrUHL94IaQI=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.taobao.taobao": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "Yc7yPxAixudfqvGFqS0oj7SvZRpuvuvMlU44navCvW8=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.microsoft.translator": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 3,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "h7kdJ8VdY8vQT9aOfNo\/9PNwLECu4pmbofPgVoqUMM0=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme": "v1_manifest"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "rules": [],
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "labels": [
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "NORMAL"
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             ]
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         },
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:         "com.ss.android.article.news": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "policy_version": 5,
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:             "apk_digest": {
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "digest": "lUcykKsy6QxUGySDftJZyPcPXJR90W3wbtmKuHFjPGI=",
06-28 18:32:27.779  1114  1114 D SecurityProfileDB:                 "signature_scheme
06-28 18:32:27.781 25009 25009 I HiSearch9.0.2.303: [LauncherAppsCompatVLO]: LAUNCHER_RECENT_APPS onPackageChanged
06-28 18:32:27.781  1993  1993 I HwLauncher: Model onPackageChanged packageName = com.mixgo.PropertySEO user = UserHandle{0}
06-28 18:32:27.783  1993  1993 I HwLauncher: PowerSaveLauncherModel onPackageChanged packageName = com.mixgo.PropertySEO user = UserHandle{0}
06-28 18:32:27.783  1993  1993 E HwLauncher: PowerSaveLauncherModel onPackageChanged:  not inPowerSaveLauncher 
06-28 18:32:27.783  1993  1993 I HwLauncher: StreetModeLauncherModel onPackageChanged packageName = com.mixgo.PropertySEO user = UserHandle{0}
06-28 18:32:27.783  1993  1993 E HwLauncher: StreetModeLauncherModel onPackageChanged:  not inStreetModeLauncher 
06-28 18:32:27.783   516   516 I HisiKeyMaster: hisi_km_get_key_characteristics start
06-28 18:32:27.783   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.783   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.788   646   646 E WifiHAL : enter wifi_get_link_stats
06-28 18:32:27.790   516   516 I HisiKeyMaster: hisi_km_get_key_characteristics success
06-28 18:32:27.791   516   516 I HisiKeyMaster: hisi_km_begin start
06-28 18:32:27.791   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.791   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.799   516   516 I HisiKeyMaster: out_params_buffer_len = 32
06-28 18:32:27.799   516   516 I HisiKeyMaster: hisi_km_begin success
06-28 18:32:27.801   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.801   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.803  1114  1562 I chatty  : uid=1000(system) WifiStateMachin expire 19 lines
06-28 18:32:27.821 31253  4281 D HsmGzipRequest: doPostRequest finally closeOutputStream!
06-28 18:32:27.832   516   516 I HisiKeyMaster: hisi_km_finish start
06-28 18:32:27.833   516   516 I HisiKeyMaster: Disable the enhanced crypto!
06-28 18:32:27.833   516   516 E teec_app_load: realpath open file erro(No such file or directory), path=/vendor/bin/07070707-0707-0707-0707-070707070707.sec
06-28 18:32:27.854   516   516 I HisiKeyMaster: output data size=16
06-28 18:32:27.854   516   516 I HisiKeyMaster: hisi_km_finish success
06-28 18:32:27.855  1114  1114 W Looper  : Slow dispatch took 155ms main h=android.app.ActivityThread$H c=android.app.-$$Lambda$LoadedApk$ReceiverDispatcher$Args$_BumDX2UKsnxLVrE6UJsJZkotuA@ee9d571 m=0
06-28 18:32:27.867  1114  1114 I Telecom-DefaultDialerCache: Refreshing default dialer for user 0: now com.android.contacts
06-28 18:32:27.867  1114  1114 W Looper  : Slow delivery took 200ms main h=com.android.server.media.MediaRouterService$UserHandler c=android.app.-$$Lambda$LoadedApk$ReceiverDispatcher$Args$_BumDX2UKsnxLVrE6UJsJZkotuA@1ec6719 m=0
06-28 18:32:27.868  1114  1114 D NotificationListeners: onServiceConnected, just remove the servicesBindingTag and add service.
06-28 18:32:27.876 31253  4281 D HsmGzipRequest: Release wakeLock now
06-28 18:32:27.896  1114  3628 I AlarmManager: remove alarm:Alarm{f67b3de type 1 when 1561724629235 PendingIntent{a05f98e: PendingIntentRecord{3a969bf com.huawei.systemmanager broadcastIntent}}com.huawei.systemmanager} according to operation:614688c
06-28 18:32:28.171  1114  1114 W Looper  : Drained
06-28 18:32:28.534   776   776 E Thermal-daemon: [charger_ic] temp_new :39  temp_old :40
06-28 18:32:28.535   776   776 E Thermal-daemon: Report temperature: [charger_ic] temp :39  report_threshold:1
06-28 18:32:28.537   776   776 E Thermal-daemon: [ap] temp_new :41  temp_old :42
06-28 18:32:28.538   776   776 E Thermal-daemon: Report temperature: [ap] temp :41  report_threshold:1
06-28 18:32:29.308  1114  1611 I chatty  : uid=1000(system) WiFiArpStateMac expire 13 lines
06-28 18:32:29.473  1114 31752 I chatty  : uid=1000(system) Timer-73 expire 2 lines
06-28 18:32:29.574 30304 30321 W HiApp.StoreAgent: pool-8-thread-1{1653} <<< WARN >>> doPostWithDnsParse() error, method:client.diffUpgrade2, url:https://stores1.hispace.hicloud.com/hwmarket/api/storeApi2, java.net.SocketTimeoutException: timeout
06-28 18:32:29.578 30304 30321 W HiApp.DNSUtil: pool-37-thread-1{1763} <<< WARN >>> getIpListByDNSBackup, DNSRequest, failReason = 3
